REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Indiana,2019,4,171,24,4641
States,Iowa,2019,4,95,20,5409
States,Kansas,2019,4,477,37,14635
States,Kentucky,2019,4,1250,45,12997
States,Louisiana,2019,4,2539,95,49525
States,Maine,2019,4,326,54,13629
States,Maryland,2019,4,303,28,7994
States,Massachusetts,2019,4,1505,57,47575
States,Michigan,2019,4,340,85,15983
States,Minnesota,2019,4,257,23,6772
States,Mississippi,2019,4,896,48,17260
States,Missouri,2019,4,93,17,3458
States,Montana,2019,4,178,35,8800
States,Nebraska,2019,4,677,48,9029
States,Nevada,2019,4,227,28,9059
States,New Hampshire,2019,4,73,16,2854
States,New Jersey,2019,4,1871,44,32632
States,New Mexico,2019,4,994,50,21282
States,New York,2019,4,2085,136,60039
States,North Carolina,2019,4,3708,158,103676
States,North Dakota,2019,4,86,12,3573
States,Ohio,2019,4,226,45,15086
States,Oklahoma,2019,4,498,22,7939
States,Oregon,2019,4,687,78,36110
States,Pennsylvania,2019,4,1546,140,53653
States,Rhode Island,2019,4,239,23,5291
States,South Carolina,2019,4,334,25,7087
States,South Dakota,2019,4,398,32,17421
States,Tennessee,2019,4,245,49,7193
States,Texas,2019,4,2092,116,29554
States,Utah,2019,4,809,54,19372
States,Vermont,2019,4,272,18,6377
States,Virginia,2019,4,3594,123,82579
States,Washington,2019,4,102,28,5427
States,West Virginia,2019,4,464,50,14348
States,Wisconsin,2019,4,381,40,18824
States,Wyoming,2019,4,125,18,3602
States,Alabama,2019,5,3376,83,42566
States,Alaska,2019,5,389,18,5165
States,Arizona,2019,5,802,48,21501
States,Arkansas,2019,5,322,15,5513
States,California,2019,5,1657,120,50930
States,Colorado,2019,5,2067,72,42061
States,Connecticut,2019,5,319,21,6538
States,Delaware,2019,5,43,10,2625
States,Georgia,2019,5,3788,95,75053
States,Hawaii,2019,5,72,16,1507
States,Idaho,2019,5,52,8,1946
States,Illinois,2019,5,1089,102,36950
States,Indiana,2019,5,165,24,4277
States,Iowa,2019,5,106,22,5293
States,Kansas,2019,5,551,36,15201
States,Kentucky,2019,5,1237,44,12560
States,Louisiana,2019,5,4043,96,52330
States,Maine,2019,5,348,54,14420
States,Maryland,2019,5,202,26,7724
States,Massachusetts,2019,5,1568,57,48947
States,Michigan,2019,5,368,87,21066
States,Minnesota,2019,5,203,22,5373
States,Mississippi,2019,5,1317,48,18445
States,Missouri,2019,5,156,15,3539
States,Montana,2019,5,244,35,10304
States,Nebraska,2019,5,600,48,8844
States,Nevada,2019,5,227,30,10301
States,New Hampshire,2019,5,62,16,2997
States,New Jersey,2019,5,1869,44,32366
States,New Mexico,2019,5,858,48,19942
States,New York,2019,5,2158,136,62812
States,North Carolina,2019,5,5024,156,108229
States,North Dakota,2019,5,120,11,3376
States,Ohio,2019,5,250,46,17111
States,Oklahoma,2019,5,827,21,8614
States,Oregon,2019,5,836,75,36053
States,Pennsylvania,2019,5,1313,141,45353
States,Rhode Island,2019,5,287,23,6016
States,South Carolina,2019,5,465,26,7154
States,South Dakota,2019,5,414,31,17227
States,Tennessee,2019,5,345,52,7796
States,Texas,2019,5,2684,114,31267
States,Utah,2019,5,1238,54,21657
States,Vermont,2019,5,284,18,6767
States,Virginia,2019,5,4608,123,83888
States,Washington,2019,5,132,26,6136
States,West Virginia,2019,5,555,49,12635
States,Wisconsin,2019,5,334,40,16157
States,Wyoming,2019,5,150,17,3917
States,Alabama,2019,6,3780,83,43315
States,Alaska,2019,6,524,17,5392
States,Arizona,2019,6,729,47,19327
States,Arkansas,2019,6,427,16,5255
States,California,2019,6,1617,119,49471
States,Colorado,2019,6,2251,72,44123
States,Connecticut,2019,6,308,20,6038
States,Delaware,2019,6,64,10,2770
States,Georgia,2019,6,5526,98,88222
States,Hawaii,2019,6,73,18,1702
States,Idaho,2019,6,91,8,1800
States,Illinois,2019,6,1198,103,51337
States,Indiana,2019,6,204,25,5236
States,Iowa,2019,6,100,21,5937
States,Kansas,2019,6,587,36,15195
States,Kentucky,2019,6,1196,40,12549
States,Louisiana,2019,6,6066,95,57526
States,Maine,2019,6,387,54,13963
States,Maryland,2019,6,335,24,8400
States,Massachusetts,2019,6,1836,60,52774
States,Michigan,2019,6,433,86,25360
States,Minnesota,2019,6,201,21,6172
States,Mississippi,2019,6,1864,48,21221
States,Missouri,2019,6,168,15,3746
States,Montana,2019,6,284,35,8901
States,Nebraska,2019,6,595,48,8890
States,Nevada,2019,6,198,27,8609
States,New Hampshire,2019,6,64,16,3035
States,New Jersey,2019,6,2027,44,35489
States,New Mexico,2019,6,1002,49,20657
States,New York,2019,6,2676,135,69130
States,North Carolina,2019,6,7738,157,121837
States,North Dakota,2019,6,107,13,3430
States,Ohio,2019,6,321,44,18233
States,Oklahoma,2019,6,922,23,9012
States,Oregon,2019,6,895,74,35122
States,Pennsylvania,2019,6,1763,141,59549
States,Rhode Island,2019,6,429,23,6435
States,South Carolina,2019,6,1764,26,17998
States,South Dakota,2019,6,396,32,17415
States,Tennessee,2019,6,565,54,9587
States,Texas,2019,6,3363,116,33084
States,Utah,2019,6,1339,53,21072
States,Vermont,2019,6,222,18,7157
States,Virginia,2019,6,6225,125,93285
States,Washington,2019,6,103,24,4754
States,West Virginia,2019,6,618,48,16074
States,Wisconsin,2019,6,291,40,18416
States,Wyoming,2019,6,223,18,3768
States,Alabama,2019,7,3679,83,41196
States,Alaska,2019,7,548,18,5785
States,Arizona,2019,7,719,48,20815
States,Arkansas,2019,7,471,17,5518
States,California,2019,7,1726,113,45746
States,Colorado,2019,7,2482,72,40300
States,Connecticut,2019,7,289,19,5637
States,Delaware,2019,7,59,10,2578
States,Georgia,2019,7,4839,98,83592
States,Hawaii,2019,7,81,18,1655
States,Idaho,2019,7,52,7,1698
States,Illinois,2019,7,1326,99,47549
States,Indiana,2019,7,214,25,5416
States,Iowa,2019,7,147,22,6665
States,Kansas,2019,7,793,34,15408
States,Kentucky,2019,7,1104,43,13009
States,Louisiana,2019,7,6737,96,57384
States,Maine,2019,7,425,54,12925
States,Maryland,2019,7,301,25,8721
States,Massachusetts,2019,7,1409,57,48122
States,Michigan,2019,7,490,88,26202
States,Minnesota,2019,7,229,22,6652
States,Mississippi,2019,7,2003,48,20335
States,Missouri,2019,7,188,16,3854
States,Montana,2019,7,349,35,9786
States,Nebraska,2019,7,491,48,9013
States,Nevada,2019,7,105,21,4529
States,New Hampshire,2019,7,75,16,2939
States,New Jersey,2019,7,1845,44,33639
States,New Mexico,2019,7,1358,49,21754
States,New York,2019,7,3024,134,66634
States,North Carolina,2019,7,7235,159,114091
States,North Dakota,2019,7,123,11,3560
States,Ohio,2019,7,352,46,20243
States,Oklahoma,2019,7,871,20,8307
States,Oregon,2019,7,1063,76,36510
States,Pennsylvania,2019,7,1842,142,54918
States,Rhode Island,2019,7,348,23,5954
States,South Carolina,2019,7,1539,25,17141
States,South Dakota,2019,7,455,32,17996
States,Tennessee,2019,7,427,51,7929
States,Texas,2019,7,3277,117,32118
States,Utah,2019,7,1355,54,21025
States,Vermont,2019,7,267,18,6729
States,Virginia,2019,7,6476,125,91686
States,Washington,2019,7,165,26,4957
States,West Virginia,2019,7,744,48,14692
States,Wisconsin,2019,7,316,40,17983
States,Wyoming,2019,7,243,15,4043
States,Alabama,2019,8,2907,84,40017
States,Alaska,2019,8,419,18,5220
States,Arizona,2019,8,707,47,17796
States,Arkansas,2019,8,471,17,5313
States,California,2019,8,1562,118,45822
States,Colorado,2019,8,2599,72,39965
States,Connecticut,2019,8,273,19,5927
States,Delaware,2019,8,44,10,2476
States,Georgia,2019,8,4296,97,82089
States,Hawaii,2019,8,78,17,1503
States,Idaho,2019,8,60,7,1444
States,Illinois,2019,8,1601,102,50618
States,Indiana,2019,8,252,25,5365
States,Iowa,2019,8,153,21,6199
States,Kansas,2019,8,896,35,15480
States,Kentucky,2019,8,832,38,9842
States,Louisiana,2019,8,6300,96,56262
States,Maine,2019,8,496,54,14999
States,Maryland,2019,8,231,24,7146
States,Massachusetts,2019,8,1450,58,45189
States,Michigan,2019,8,475,86,26421
States,Minnesota,2019,8,228,20,6171
States,Mississippi,2019,8,1465,46,19214
States,Missouri,2019,8,262,16,4014
States,Montana,2019,8,353,35,9308
States,Nebraska,2019,8,424,48,8435
States,Nevada,2019,8,382,31,10478
States,New Hampshire,2019,8,65,16,3125
States,New Jersey,2019,8,1803,44,33194
States,New Mexico,2019,8,1416,50,21742
States,New York,2019,8,2335,135,57659
States,North Carolina,2019,8,6481,157,110370
States,North Dakota,2019,8,210,14,4326
States,Ohio,2019,8,417,42,16256
States,Oklahoma,2019,8,882,21,8457
States,Oregon,2019,8,1218,75,34434
States,Pennsylvania,2019,8,1701,135,52547
States,Rhode Island,2019,8,271,23,5456
States,South Carolina,2019,8,1375,24,16551
States,South Dakota,2019,8,478,32,18130
States,Tennessee,2019,8,303,52,7825
States,Texas,2019,8,2912,117,31515
States,Utah,2019,8,1378,53,20542
States,Vermont,2019,8,257,17,6870
States,Virginia,2019,8,7141,127,91484
States,Washington,2019,8,130,26,5853
States,West Virginia,2019,8,924,47,14199
States,Wisconsin,2019,8,462,40,21283
States,Wyoming,2019,8,252,16,4919
States,Alabama,2019,9,2168,82,36848
States,Alaska,2019,9,335,18,4876
States,Arizona,2019,9,789,47,19430
States,Arkansas,2019,9,408,15,5069
States,California,2019,9,1856,117,51592
States,Colorado,2019,9,2811,73,44252
States,Connecticut,2019,9,290,19,5914
States,Delaware,2019,9,29,10,2595
States,Georgia,2019,9,3334,97,80867
States,Hawaii,2019,9,80,16,1553
States,Idaho,2019,9,45,7,1773
States,Illinois,2019,9,1557,100,48986
States,Indiana,2019,9,263,25,5390
States,Iowa,2019,9,219,22,6924
States,Kansas,2019,9,839,35,15393
States,Kentucky,2019,9,543,35,10133
States,Louisiana,2019,9,4876,96,52857
States,Maine,2019,9,460,54,14755
States,Maryland,2019,9,302,23,7875
States,Massachusetts,2019,9,1239,60,50721
States,Michigan,2019,9,590,87,26761
States,Minnesota,2019,9,227,20,6680
States,Mississippi,2019,9,1167,47,17872
States,Missouri,2019,9,236,16,4091
States,Montana,2019,9,319,35,8780
States,Nebraska,2019,9,318,47,8290
States,Nevada,2019,9,337,30,10875
States,New Hampshire,2019,9,53,16,2627
States,New Jersey,2019,9,1548,44,33211
States,New Mexico,2019,9,1385,47,21752
States,New York,2019,9,1979,134,61077
States,North Carolina,2019,9,5017,158,107191
States,North Dakota,2019,9,181,13,3722
States,Ohio,2019,9,492,43,19046
States,Oklahoma,2019,9,733,21,8290
States,Oregon,2019,9,1365,71,35272
States,Pennsylvania,2019,9,1755,140,56211
States,Rhode Island,2019,9,230,22,5801
States,South Carolina,2019,9,1217,26,15812
States,South Dakota,2019,9,361,31,17459
States,Tennessee,2019,9,244,53,7756
States,Texas,2019,9,3055,117,31990
States,Utah,2019,9,1323,54,21913
States,Vermont,2019,9,194,17,6552
States,Virginia,2019,9,6236,129,92076
States,Washington,2019,9,138,29,6154
States,West Virginia,2019,9,1009,49,15341
States,Wisconsin,2019,9,544,42,21016
States,Wyoming,2019,9,235,17,4302
States,Alabama,2019,10,1824,82,36476
States,Alaska,2019,10,312,18,4782
States,Arizona,2019,10,664,46,16891
States,Arkansas,2019,10,181,15,3650
States,California,2019,10,1804,116,51181
States,Colorado,2019,10,2909,72,42021
States,Connecticut,2019,10,262,18,5311
States,Delaware,2019,10,37,10,2884
States,Georgia,2019,10,3357,96,80394
States,Hawaii,2019,10,88,17,2018
States,Idaho,2019,10,36,7,1648
States,Illinois,2019,10,1650,101,50013
States,Indiana,2019,10,250,23,5376
States,Iowa,2019,10,250,19,5765
States,Kansas,2019,10,837,34,15264
States,Kentucky,2019,10,484,38,10909
States,Louisiana,2019,10,4562,95,53844
States,Maine,2019,10,404,54,14947
States,Maryland,2019,10,296,23,8108
States,Massachusetts,2019,10,1109,58,47639
States,Michigan,2019,10,622,85,26967
States,Minnesota,2019,10,239,20,6653
States,Mississippi,2019,10,963,46,15696
States,Missouri,2019,10,249,16,4145
States,Montana,2019,10,302,34,9541
States,Nebraska,2019,10,169,46,5690
States,Nevada,2019,10,313,29,10835
States,New Hampshire,2019,10,44,16,2691
States,New Jersey,2019,10,1562,44,33294
States,New Mexico,2019,10,1283,49,22404
States,New York,2019,10,2035,135,63876
States,North Carolina,2019,10,3925,158,102469
States,North Dakota,2019,10,173,12,3823
States,Ohio,2019,10,612,43,18469
States,Oklahoma,2019,10,719,22,8568
States,Oregon,2019,10,1539,76,38692
States,Pennsylvania,2019,10,1696,137,52497
States,Rhode Island,2019,10,201,23,5391
States,South Carolina,2019,10,939,25,15183
States,South Dakota,2019,10,477,30,16898
States,Tennessee,2019,10,224,51,6610
States,Texas,2019,10,2734,119,31343
States,Utah,2019,10,1159,53,21656
States,Vermont,2019,10,209,17,6617
States,Virginia,2019,10,6282,129,93411
States,Washington,2019,10,199,28,6051
States,West Virginia,2019,10,599,48,14907
States,Wisconsin,2019,10,621,41,19568
States,Wyoming,2019,10,252,17,4196
States,Alabama,2019,11,1862,86,39615
States,Alaska,2019,11,290,18,5252
States,Arizona,2019,11,653,45,17616
States,Arkansas,2019,11,210,14,3779
States,California,2019,11,1708,114,50695
States,Colorado,2019,11,2490,72,40217
States,Connecticut,2019,11,151,18,4387
States,Delaware,2019,11,25,9,2628
States,Georgia,2019,11,3315,95,83877
States,Hawaii,2019,11,77,17,1930
States,Idaho,2019,11,27,7,1625
States,Illinois,2019,11,1907,102,51993
States,Indiana,2019,11,248,24,4211
States,Iowa,2019,11,255,21,6590
States,Kansas,2019,11,707,34,14363
States,Kentucky,2019,11,583,40,11246
States,Louisiana,2019,11,3707,96,56258
States,Maine,2019,11,471,54,15693
States,Maryland,2019,11,404,26,9138
States,Massachusetts,2019,11,1201,58,49999
States,Michigan,2019,11,755,82,25628
States,Minnesota,2019,11,226,20,6348
States,Mississippi,2019,11,737,46,16016
States,Missouri,2019,11,264,16,3363
States,Montana,2019,11,340,34,9926
States,Nebraska,2019,11,261,47,8499
States,Nevada,2019,11,302,31,11146
States,New Hampshire,2019,11,36,15,2559
States,New Jersey,2019,11,1560,44,34701
States,New Mexico,2019,11,1022,48,19489
States,New York,2019,11,2105,138,64907
States,North Carolina,2019,11,3693,154,108839
States,North Dakota,2019,11,124,11,3673
States,Ohio,2019,11,441,46,16073
States,Oklahoma,2019,11,567,22,8399
States,Oregon,2019,11,1917,77,40735
States,Pennsylvania,2019,11,1831,137,56775
States,Rhode Island,2019,11,194,22,4743
States,South Carolina,2019,11,759,25,14857
States,South Dakota,2019,11,303,32,15082
States,Tennessee,2019,11,226,54,7529
States,Texas,2019,11,2109,116,26992
States,Utah,2019,11,1026,54,21131
States,Vermont,2019,11,185,17,6634
States,Virginia,2019,11,6337,129,96454
States,Washington,2019,11,232,29,5049
States,West Virginia,2019,11,518,44,13665
States,Wisconsin,2019,11,783,40,23048
States,Wyoming,2019,11,144,17,3905
States,Alabama,2019,12,1305,83,35376
States,Alaska,2019,12,111,17,3988
States,Arizona,2019,12,735,46,18585
States,Arkansas,2019,12,170,16,3518
States,California,2019,12,1699,117,48781
States,Colorado,2019,12,2011,72,42353
States,Connecticut,2019,12,160,19,4122
States,Delaware,2019,12,23,10,2866
States,Georgia,2019,12,3014,97,83014
States,Hawaii,2019,12,43,17,1628
States,Idaho,2019,12,25,7,1408
States,Illinois,2019,12,1458,101,46705
States,Indiana,2019,12,187,24,5002
States,Iowa,2019,12,141,21,4886
States,Kansas,2019,12,534,34,15667
States,Kentucky,2019,12,571,39,11173
States,Louisiana,2019,12,2946,96,53853
States,Maine,2019,12,444,53,14767
States,Maryland,2019,12,280,25,7387
States,Massachusetts,2019,12,1125,59,50253
States,Michigan,2019,12,813,83,25288
States,Minnesota,2019,12,196,20,6461
States,Mississippi,2019,12,577,47,17382
States,Missouri,2019,12,299,16,4124
States,Montana,2019,12,206,34,9101
States,Nebraska,2019,12,186,47,7705
States,Nevada,2019,12,254,31,10556
States,New Hampshire,2019,12,45,16,3191
States,New Jersey,2019,12,1349,44,33161
States,New Mexico,2019,12,797,49,20967
States,New York,2019,12,2038,137,62486
States,North Carolina,2019,12,3045,158,110333
States,North Dakota,2019,12,106,13,3801
States,Ohio,2019,12,463,45,16306
States,Oklahoma,2019,12,393,24,8178
States,Oregon,2019,12,1905,77,40424
States,Pennsylvania,2019,12,2101,139,76131
States,Rhode Island,2019,12,189,23,5738
States,South Carolina,2019,12,586,22,13152
States,South Dakota,2019,12,239,32,17638
States,Tennessee,2019,12,203,58,7539
States,Texas,2019,12,1764,119,30442
States,Utah,2019,12,823,54,20373
States,Vermont,2019,12,218,17,6828
States,Virginia,2019,12,4741,127,90966
States,Washington,2019,12,221,29,5858
States,West Virginia,2019,12,392,43,14022
States,Wisconsin,2019,12,792,42,22218
States,Wyoming,2019,12,105,15,3428
States,Alabama,2019,13,1094,85,35224
States,Alaska,2019,13,46,17,5213
States,Arizona,2019,13,653,46,18626
States,Arkansas,2019,13,158,14,4507
States,California,2019,13,1371,116,46258
States,Colorado,2019,13,1459,72,39495
States,Connecticut,2019,13,207,16,5051
States,Delaware,2019,13,21,10,2822
States,Georgia,2019,13,2722,92,76339
States,Hawaii,2019,13,53,18,1829
States,Idaho,2019,13,39,7,1663
States,Illinois,2019,13,1255,103,49561
States,Indiana,2019,13,138,24,4865
States,Iowa,2019,13,100,19,4964
States,Kansas,2019,13,391,33,14481
States,Kentucky,2019,13,357,35,9939
States,Louisiana,2019,13,2524,97,52979
States,Maine,2019,13,394,53,15218
States,Maryland,2019,13,214,24,7644
States,Massachusetts,2019,13,1237,57,52034
States,Michigan,2019,13,639,84,23800
States,Minnesota,2019,13,156,20,6824
States,Mississippi,2019,13,535,48,17195
States,Missouri,2019,13,180,16,3257
States,Montana,2019,13,177,34,8901
States,Nebraska,2019,13,210,47,8064
States,Nevada,2019,13,230,30,10580
States,New Hampshire,2019,13,42,16,3295
States,New Jersey,2019,13,1242,43,33573
States,New Mexico,2019,13,570,48,20326
States,New York,2019,13,1751,137,63631
States,North Carolina,2019,13,2731,156,110697
States,North Dakota,2019,13,79,13,3930
States,Ohio,2019,13,297,38,12869
States,Oklahoma,2019,13,279,23,8085
States,Oregon,2019,13,1040,76,36315
States,Pennsylvania,2019,13,1572,136,57433
States,Rhode Island,2019,13,197,22,5128
States,South Carolina,2019,13,549,24,12871
States,South Dakota,2019,13,233,30,16734
States,Tennessee,2019,13,138,56,7719
States,Texas,2019,13,1411,114,28825
States,Utah,2019,13,704,53,20602
States,Vermont,2019,13,143,17,6896
States,Virginia,2019,13,3995,131,90947
States,Washington,2019,13,138,29,5900
States,West Virginia,2019,13,354,45,13852
States,Wisconsin,2019,13,532,38,19127
States,Wyoming,2019,13,57,15,3040
States,Alabama,2019,14,952,83,37236
